segment_id,segment_length_m
132,282.7129672424653
133,105.1225546805435
134,21.09999998563209
135,89.75870238364107
136,89.33131722048509
137,160.77531318861577
138,75.84080453403796
139,165.5580676951335
140,68.9252215450686
141,77.51502220879343
142,24.158518518260482
143,95.41811620426984
144,32.557227700919
145,248.02565300575762
146,297.4617201136233
147,518.8628126312814
148,157.56117059884903
149,82.2619824949306
150,83.85005951735675
151,43.24915111204287
152,76.00749609266887
153,80.47992392613105
154,89.20947128414304
155,16.521855223001825
156,83.80377899008008
157,77.36094477988583
158,219.51516419115674
159,18.090786944065908
160,19.00050525633749
161,202.7911395587074
162,296.70913494694366
163,754.929034079395
164,3.0886890426139577
165,121.94934080489716
166,104.64527646636557
167,483.10544950628383
168,83.33568097923204
169,172.29742267803263
170,86.55322401880461
171,170.3158006890983
172,44.527279593647215
173,278.0149074898202
174,277.7159554010478
175,185.5720679659477
176,307.43060656192563
177,80.44041203657427
178,152.5276945788202
179,77.20755107596705
180,115.05889708064706
181,70.05548853961018
182,29.906019460842455
183,82.65024819831636
184,1119.0083916558128
185,108.61719377670313
186,74.62923487321211
187,247.69743886290806
188,31.173822114579878
189,138.84792588061543
190,130.45818840152128
191,82.16940096859837
192,42.44681029526558
193,156.95438902626515
194,77.21031269682338
195,147.59858309625682
196,122.59832264470842
197,562.104872522763
198,120.15553645919452
199,114.43186433202116
200,246.81479956385706
201,308.8788525594665
202,83.07465512981565
203,316.46648153482647
204,28.03787300140907
205,63.526399701628144
206,153.09185924066117
207,147.2177758315116
208,92.3292009325285
209,35.642712922346966
210,103.1212791217958
211,28.627393093777407
212,110.16687822364517
213,160.117152699983
214,66.87793932968515
215,154.27916892274942
216,197.60656592775163
217,309.3420656764814
218,83.85119244068758
219,87.14109926840628
220,136.28736404319577
221,133.0623780455052
222,103.44604840621665
223,19.62860412780775
224,154.40253391804515
225,72.72680237167953
226,158.53899727817824
227,154.27254737765702
228,11.871857479379406
229,155.53791077898114
230,76.38913577479667
231,141.91095807284938
232,77.54684720613946
233,17.520011415734473
234,397.69944327089
235,1161.9552581329385
236,83.54392099908688
237,139.80060343943362
238,30.99232798688703
239,6.1228506435580865
240,353.9211432207381
241,161.72616297134167
242,77.6112779337176
243,304.4323271065566
244,67.14988149755791
245,82.9502115745937
246,133.50408796097085
247,307.6478830626317
248,84.19474136768035
249,78.67720325395526
250,66.26508805066761
251,947.8732684811704
252,1637.3049590010646
253,26.415419738896183
254,16.72101280302796
255,78.47908985563825
256,309.27046327050607
257,87.14109926840628
258,225.92678861897943
259,77.01404392323869
260,94.90317957180052
261,300.4239107403302
262,21.520239932831284
263,943.6130723599636
264,107.84062320775786
265,187.0197410834793
266,117.88980652089646
267,225.92678861897943
268,80.69430144474698
269,459.518030088593
270,274.399977702406
271,121.6476212746385
272,29.606066945784995
273,136.2586195193108
274,142.63032785869999
275,107.23927555767048
276,177.26978687191846
277,103.72245194818748
278,36.54903829120064
279,141.22274591487965
280,65.58698660343951
281,122.61492710767794
282,33.539413696277435
283,14.573966516929458
284,288.6019615374502
285,75.46131346855643
286,581.1414732707166
287,222.9144516328059
288,480.4124726419706
289,66.17060994431833
290,95.43042493770837
291,70.58703325770495
292,322.85354729652823
293,246.40375054557853
294,211.02803789739247
295,102.62789354425335
296,348.37140706378295
297,41.647514272997384
298,70.00271749327996
299,163.2531965002444
300,47.458941594644294
301,848.0021397315521
302,111.36599656077709
303,102.23315022524179
304,68.05109422038414
305,79.21340844285491
306,98.7773718033137
307,416.266455704635
308,110.11035868787917
309,652.8674760613942
310,171.632348757141
311,48.42949845925685
312,39.07680343490423
313,228.8154172973408
314,169.62362840555303
315,169.52317706064096
316,20.56315377325188
317,77.04243678710338
318,129.31947002175906
319,100.03500836069283
320,129.31947002175906
321,74.90591499535174
322,255.31011130228433
323,74.90591499535174
324,76.29354589969583
325,141.2334758678467
326,76.29354589969583
327,72.71961790467176
328,194.96924693866467
329,72.71961790467176
330,76.6078009590168
331,76.6078009590168
332,109.45745529243527
333,177.66708041556694
334,116.39155824290955
335,109.45745529243524
336,202.83733718197516
337,211.08316342006043
338,211.08316342006043
339,71.89389989836975
340,263.1239450459156
341,71.89389989836975
342,74.15412783850961
343,74.15412783850961
344,77.39562295167677
345,144.04618171467607
346,73.23513813660728
347,77.39562295167677
348,193.0258900861177
349,73.23513813660728
350,73.52882818003542
351,228.1011616438366
352,73.52882818003542
353,72.3591656180643
354,169.08093383631035
355,72.3591656180643
356,52.28600733025579
357,73.54570853222418
358,52.28600733025579
359,157.8534311924951
360,73.54570853222418
361,68.01810800865579
362,90.71260646643898
363,92.94739687719587
364,68.01810800865579
365,73.99997049751956
366,98.13668314309952
367,230.15121866404868
368,95.7475380491032
369,130.43368295037735
370,98.13668314309952
371,98.94516330470624
372,130.98915683251334
373,130.43368295037737
374,95.5982481930204
375,181.3046506376854
376,130.98915683251334
377,89.07133202044325
378,181.3046506376854
379,239.82642705048843
380,309.4753216035284
381,241.13758040949213
382,101.1596384440566
383,239.82642705048843
384,220.34068196824023
385,36.74719733224199
386,77.41633902105087
387,98.75610180915697
388,43.78671585995821
389,61.71166852919733
390,40.06419599501481
391,82.587578686586
392,94.32159754822835
393,37.10525510847488
394,71.05246186600363
395,32.53792727987081
396,63.8823675952534
397,11.48141204779641
398,102.85658163124212
399,177.26978687191843
400,73.07351521408638
401,100.21753260526637
402,146.3974081263778
403,88.28839716470219
404,86.2730764082747
405,50.50073708404719
406,86.78578031405512
407,85.95884289337248
408,73.7786021472062
409,79.42537939830167
410,29.996218066317123
411,113.61109691583465
412,69.85554984903295
413,46.63964977378032
414,134.5530325823025
415,67.6693398870256
416,63.53942944015407
417,6.940324199440932
418,107.49622824245675
419,256.713063116645
420,63.39353117953573
421,53.99852204024208
422,86.2128569832176
423,89.6174296237177
424,30.574604059749756
425,91.45517956815803
426,128.55544350525355
427,155.9420869625415
428,132.93240109348645
429,13.591456875309532
430,266.72573271312933
431,131.2906097967169
432,71.85622842091593
433,347.9959805006537
434,73.99569921028736
435,307.9689200530105
436,73.26035741041838
437,308.9584585517521
438,73.94423627948372
439,312.5969541987975
440,72.0050562376005
441,254.74331008680664
442,303.913805857359
443,73.60860030060208
444,72.02801992080344
445,8.620556826594337
446,84.77348473902121
447,57.36909150851322
448,76.09998720057644
449,71.79844876996013
450,82.95688274393339
451,348.29195475986313
452,76.25089163395138
453,308.3345736077065
454,81.41114345919337
455,307.41787755154735
456,75.61864382410502
457,325.4882843194738
458,80.90325083215778
459,76.41105987534138
460,305.48260652007866
461,20.204328743765256
462,155.70838290171758
463,187.28780394980294
464,76.20409808175913
465,141.3296433190538
466,23.990491866791043
467,148.98634717381205
468,92.30737133114764
469,98.95170713262104
470,77.11812999013988
471,77.06056167216941
472,190.2298725876581
473,77.32037247687485
474,229.06473073094966
475,430.0663125049786
476,121.93981642508317
477,497.20761349841894
478,148.4460029688589
479,388.1776785750689
480,76.73436032929669
481,97.27313227539558
482,44.59543446773337
483,70.21126122505002
484,135.40418032430605
485,307.3318655697911
486,139.3539270723063
487,227.5466085418091
488,69.28424793679325
489,83.99106551727108
490,175.4535863518502
491,67.60617706595919
492,77.9333073695458
493,77.48083821888456
494,151.41887487724227
495,78.31818284482937
496,52.230357086393056
497,109.68477172306865
498,133.28069787104374
499,88.01619820716729
500,97.3681858670798
501,48.530921510432634
502,126.94467354922037
503,97.3681858670798
504,150.75744165345006
505,191.5874589382533
506,77.1043093922891
507,158.2917778515007
508,78.13065354489603
509,75.93456489805054
510,307.96029933432607
511,306.53405527151995
512,77.63902700838347
513,313.06624325644606
514,75.44897694527883
515,75.61405350691012
516,309.50860612948287
517,77.92385098518348
518,299.93852844903614
519,216.60516969286797
520,83.37482851943653
521,76.45749217850614
522,7.218864177042101
523,35.03068167397213
524,166.53117589211698
525,25.907398867626398
526,88.2809197969591
527,89.33936759096592
528,234.06401116866667
529,89.33936759096592
530,89.88843307604586
531,97.07856032075328
532,219.6070794907452
533,89.88843307604586
534,116.5022757037509
535,115.30395358402359
536,97.07856032075328
537,239.33728373267925
538,114.99211663201741
539,200.78590731557304
540,117.09265795969283
541,239.33728373267925
542,114.44575719331046
543,201.2548906014219
544,117.39250422612511
545,200.78590731557304
546,149.2757197490901
547,114.23222656547767
548,117.39250500366838
549,201.2548906014219
550,87.12479262089116
551,147.75133216766812
552,114.22613603096863
553,149.2757197490901
554,26.700187264922036
555,153.27415199835914
556,147.75133216766812
557,76.72752160117979
558,99.51194387218347
559,76.72752160117979
560,55.27296433831549
561,77.34500635312831
562,78.60917201414426
563,77.34500635312831
564,93.79165592927694
565,147.85260893068835
566,78.60917201414426
567,11.75095740741935
568,55.08109811795353
569,147.85260893068838
570,1053.7590877197251
571,83.34691843121531
572,308.1392139057316
573,316.4664815348265
574,19.547976878454595
575,175.70676671638319
576,241.551094061574
577,83.45733774837824
578,122.63881201564583
579,103.52020560708381
580,88.0701241585609
581,68.54059141789321
582,79.66383300500848
583,241.72635517594986
584,76.38913577479667
585,244.49933511738985
586,77.1816334917465
587,77.1816334917465
588,78.82773283240608
589,79.64444924078428
590,241.73339525589657
591,60.28115326382598
592,78.82773283240608
593,76.10576897718681
594,77.89122319377005
595,76.10576897718681
596,77.89122319377005
597,77.69124045796596
598,242.51714531634843
599,77.69124045796596
600,77.01116621962406
601,241.21882389264334
602,77.01116621962406
603,77.55306236638411
604,150.43045623536452
605,77.55306236638411
606,77.02791059799564
607,242.5552322274485
608,77.02791059799564
609,77.2918761243637
610,70.94413182254449
611,77.2918761243637
612,79.08209774850383
613,243.073468586556
614,83.83493970849669
615,79.08209774850383
616,204.74300733772984
617,244.0962131335846
618,83.83493970849669
619,84.46182661111115
620,201.10220173799928
621,244.23113860265175
622,77.94687684535067
623,84.46182661111115
624,244.12970513396542
625,78.8651836791158
626,77.94687684535067
627,254.38460650593336
628,243.1917226577126
629,79.00119826176402
630,78.8651836791158
631,246.09382572322798
632,78.6629755352155
633,79.00119826176402
634,239.1709307245245
635,241.99467688670634
636,78.17051580002406
637,78.6629755352155
638,78.17051580002405
639,84.72874564950624
640,84.3390273134866
641,84.72874564950625
642,243.23979041630778
643,257.08302409355053
644,255.1536001162826
645,78.38061163728021
646,84.3390273134866
647,244.16342914792963
648,78.52252186521949
649,78.38061163728021
650,255.49529833993148
651,78.25049583759284
652,78.52252186521949
653,244.25867973267967
654,79.10260253020097
655,78.25049583759284
656,255.28365666200696
657,78.07256616569786
658,79.10260253020097
659,244.30907172028182
660,85.06301139676309
661,78.07256616569786
662,85.06301139676309
663,82.9042869343535
664,254.45602782030954
665,244.39421769631193
666,244.062757216025
667,82.9042869343535
668,77.5078063474724
669,254.10232718446704
670,77.5078063474724
671,79.81197301525111
672,243.35413154396323
673,79.81197301525116
674,75.92562712753035
675,75.92562712753033
676,81.74707947021687
677,320.3576988791337
678,243.48998382671775
679,81.74707947021687
680,66.79760877271947
681,27.31690442274237
682,39.93049036426327
683,75.36098425102648
684,306.08960250103814
685,84.70060918401703
686,20.516164359112096
687,75.36571726345045
688,118.2583277670078
689,76.86430224238298
690,85.04652333045419
691,176.88145469726078
692,89.75870238364107
693,81.81811005811333
694,39.07680343490423
695,77.30957484117059
696,157.44952861468548
697,87.10037925903838
698,77.11856983349338
699,150.92530759072514
700,77.32504173149624
701,86.0865419670648
702,133.86080506285853
703,87.01940175210954
704,77.38659652803621
705,100.53748248894406
706,93.0711428421756
707,88.81290347300813
708,106.2077117011422
709,100.14094088152548
710,98.18366788256337
711,66.04964940214113
712,85.55072551950954
713,99.30942731087465
714,100.57354554527183
715,103.28234638189181
716,374.91385229680384
717,101.4653894247011
718,219.81367697185473
719,269.4667068821674
720,335.2514682394822
721,101.1596384440566
722,163.83516015386854
723,71.37247851709856
724,155.75805874869084
725,70.56993120687883
726,214.04837833601135
727,104.35858556093116
728,72.78532838097608
729,79.5235257488009
730,275.99738933319986
731,49.51819383372018
732,124.97474137452596
733,81.58659961814207
734,82.8190159047422
735,293.9327693648328
736,225.69379565673418
737,157.54410748812478
738,76.9375296958232
739,225.7503463098688
740,76.52194253284607
741,89.54360215466001
742,77.59143891000645
743,251.11977427895627
744,77.57967794443
745,92.09889905505688
746,186.11175854120256
747,75.55064446577025
748,150.06500639459182
749,72.37323401369952
750,78.69800781300424
751,135.9002769643054
752,201.37557809147745
753,83.88749228146813
754,75.34360552259103
755,80.40550707877433
756,56.70843549663752
757,250.5375089626683
758,78.37224479846672
759,309.29459319654796
760,253.1747911149153
761,70.15199405867689
762,75.64555643206644
763,81.13932777022144
764,222.03748032328772
765,91.94228340543437
766,77.2044273024704
767,213.75392907777984
768,76.18181566143559
769,99.38450595582357
770,77.45438529826136
771,199.57220384474772
772,73.66100415969156
773,117.94213120248783
774,77.82936416474261
775,77.28588958412831
776,169.73202616375193
777,71.71558607357062
778,163.305530432378
779,201.387073330598
780,84.50581622401226
781,106.4252350798977
782,84.69439380700643
783,240.1288959031302
784,109.31202448830385
785,11.284475978949553
786,206.1110906076932
787,109.79136674213787
788,34.85585601999536
789,118.23803399416417
790,29.499791295705894
791,130.86279086541768
792,85.61287739852487
793,140.13212150510088
794,67.85279988050134
795,141.78811279727557
796,12.652858758154087
797,62.02030307074076
798,147.62578549445792
799,47.62152964225397
800,151.1350126494474
801,66.45549634289628
802,180.97613858336925
803,65.73943094866978
804,72.500317957914
805,155.50601000725442
806,133.63715749580845
807,68.46490617772398
808,70.12610836131545
809,164.7262667654393
810,188.3498944765055
811,160.6236867568225
812,75.96927291340495
813,197.3301090025923
814,76.29489789428939
815,79.42646501347402
816,167.01185297897646
817,67.50595497781798
818,88.49363912596688
819,163.54525588157958
820,32.509294499757374
821,70.43686407587991
822,89.22023366418452
823,119.75949480046577
824,89.68440690956564
825,89.70491544744216
826,122.88749090569341
827,90.83420496484108
828,161.49982702506378
829,159.01339416596224
830,89.308959914193
831,15.298261337938792
832,93.81226004268775
833,128.47229655193138
834,89.48302322095239
835,91.93482266002277
836,80.60939681724584
837,124.28818064194864
838,76.8309138106057
839,89.30929943433067
840,78.11792572447465
841,74.99393691049892
842,146.35893052493066
843,65.28721538825445
844,141.64606705793344
845,67.3291698055463
846,258.5109766979188
847,76.11879653424073
848,116.87085940504909
849,72.5834611324647
850,220.5473651271184
851,72.754513265346
852,117.76292227197898
853,78.47611148665105
854,78.46777692258152
855,141.28768737977697
856,92.36563390823197
857,84.33932580617657
858,106.81249266539047
859,162.16756411922148
860,47.83745404011772
861,94.71699473333797
862,230.3773606486402
863,65.89607724034018
864,126.04425152503954
865,81.9123967340475
866,82.33979724584175
867,75.15782372484476
868,113.94334798442301
869,122.13288850830762
870,83.77388122896011
871,224.94605968587112
872,178.42430665097473
873,79.9224882436501
874,20.9338481887139
875,80.76712021197187
876,80.21277235179441
877,87.78489409480774
878,23.477942839256713
879,81.44935546406401
880,263.6302469319519
881,85.0898034452788
882,47.96119988160461
883,233.718855802975
884,82.74548321428108
885,22.814819744891096
886,77.60395820352495
887,21.08133060246845
888,76.41722287068556
889,131.29066110577128
890,77.5083528385036
891,21.970835214720502
892,117.95479627996043
893,84.73824371448943
894,118.67048818300992
895,79.27231742508853
896,21.232550482451217
897,79.21405509565001
898,77.84670609050289
899,121.12473286900398
900,80.51456276878055
901,129.38410329159737
902,18.99307768596703
903,136.07251347935127
904,86.85526874801653
905,85.13796644143815
906,142.84272064301337
907,18.65864411002703
908,78.1654218560973
909,19.357752969199144
910,77.42211214575379
911,79.32574356794477
912,144.0232745195595
913,19.58771298565912
914,76.90150070158028
915,77.29068091382817
916,143.39246971728016
917,21.675435404885473
918,77.83998681324817
919,76.9927870677114
920,26.01692884925676
921,142.57562137984897
922,84.79699197258138
923,25.369820135855935
924,142.16481197483793
925,83.03331365727348
926,21.20634810720866
927,77.65992031658125
928,143.5191091546758
929,78.1490068682822
930,21.470232882782433
931,77.9778545541076
932,143.80273263340888
933,77.69750170546912
934,22.242457147866304
935,77.14358263225834
936,78.11555654863511
937,142.8385839016248
938,22.059264392377166
939,75.36182310647331
940,22.58339434155037
941,85.86780690176512
942,77.20294816493082
943,152.4086502332651
944,21.353866160630286
945,131.62933700449895
946,75.17453719728188
947,152.93001978440049
948,80.94448411894949
949,20.243965097743317
950,77.38971153286701
951,188.2282968276838
952,77.62702964684276
953,19.985557369218828
954,78.2000158662649
955,215.51573125803077
956,78.15016755723417
957,82.93107065315645
958,24.373657911206685
959,95.24588897949377
960,164.8389085559662
961,26.872146117402206
962,162.78352399528882
963,78.87591634936642
964,22.1106603238584
965,300.93756624943177
966,75.7061723594736
967,22.990171814177266
968,301.73026851624064
969,77.84216336363522
970,23.479271709101592
971,161.1541148119883
972,251.6429603942476
973,202.63078499088783
974,76.1692582280726
975,522.1711675950435
976,78.37154473704322
977,218.18710206723736
978,77.36231428308136
979,20.910188903041718
980,77.10271332730335
981,208.99324446131013
982,77.1433649929328
983,21.35023375573073
984,78.108185897059
985,163.60535888626558
986,76.55738963115904
987,20.328866175424317
988,76.53910409474949
989,22.087745471326212
990,153.3403951935992
991,84.20967257318178
992,22.472411975999318
993,82.49685368475485
994,134.6915419385848
995,77.57820124247998
996,21.164793879537946
997,77.28326199454438
998,149.9395900690335
999,77.88579375920553
1000,20.080988521505418
1001,76.70319489123374
1002,181.4857796432284
1003,76.36126405280889
1004,22.57831924673313
1005,77.88058651541724
1006,77.94647531764153
1007,311.35329207364214
1008,20.700669070736016
1009,159.55104871954666
1010,20.466445710581546
1011,83.908225279029
1012,44.20249745481673
1013,53.08885196766747
1014,20.381413100956554
1015,77.39990847501343
1016,97.37874364534157
1017,20.651540227280126
1018,77.11236075720227
1019,119.80020369559215
1020,76.99508157915494
1021,22.943192890709923
1022,78.82301943709062
1023,161.14808908965463
1024,76.52846741684839
1025,20.563151549002686
1026,76.76679304456404
1027,202.83733718197513
1028,20.563152185274596
1029,93.26934240235555
1030,20.56315150920551
1031,85.08660338094187
1032,19.632972266913068
1033,68.28135897980647
1034,263.1239450459156
1035,12.767227577176014
1036,16.09752022780998
1037,36.78412014999899
1038,258.3626414191895
1039,77.99706067085114
1040,213.56044920310782
1041,73.48911502269233
1042,77.99706067085114
1043,113.24001154336936
1044,76.36101767719649
1045,73.48911502269233
1046,179.60190505018355
1047,76.65851045091726
1048,76.36101767719647
1049,43.78342757176014
1050,82.03907923537946
1051,76.65851045091726
1052,75.68865447923551
1053,82.03907923537946
1054,164.29310465719266
1055,98.3396626454278
1056,63.459465194891656
1057,75.68865447923551
1058,151.44858248493392
1059,17.36074240314747
1060,63.459465194891656
1061,73.54926540222466
1062,17.36074240314747
1063,138.84563448757177
1064,84.35398756317177
1065,73.54926540222468
1066,88.81290347300813
1067,190.18754752542606
1068,84.35398756317177
1069,93.07114284217559
1070,66.73788034292849
1071,83.08941699011851
1072,99.04423253171647
1073,74.38071137936379
1074,66.73788034292849
1075,106.80795902607669
1076,69.54315727508252
1077,74.3807113793638
1078,98.11041386279837
1079,119.42068694875236
1080,75.49549763741592
1081,69.54315727508252
1082,130.9912974966379
1083,52.726654821850865
1084,75.49549763741592
1085,98.05309834730149
1086,107.51465400598927
1087,52.72665482185088
1088,98.57364581825178
1089,124.11312756600834
1090,107.51465400598926
1091,98.48896262203674
1092,129.36660377230234
1093,124.11312756600834
1094,96.174502696635
1095,24.953758309823737
1096,129.36660377230234
1097,126.94467354922034
1098,24.953758309823737
1099,122.4171298157114
1100,89.0995578241125
1101,48.53092151043263
1102,206.61489516862005
1103,166.53117589211698
1104,142.47183679867365
1105,187.01384595104614
1106,83.16472195099185
1107,170.0301495900522
1108,89.7912343059975
1109,170.0301495900522
1110,125.93943375836217
1111,36.97529711456887
1112,89.7912343059975
1113,117.32038438280114
1114,115.190079418366
1115,57.95372186219823
1116,148.41670273040498
1117,141.86885423883868
1118,148.41670273040498
1119,92.10917768515553
1120,114.55403318417763
1121,92.10917768515553
1122,201.33119517592053
1123,94.56691059035869
1124,113.02194601941467
1125,201.33119517592053
1126,201.50810028244743
1127,95.20370778175065
1128,112.46708218935127
1129,94.5465477697564
1130,151.88294033750947
1131,201.50810028244743
1132,104.74318794098507
1133,26.666927354524255
1134,100.19830072864318
1135,151.88294033750947
1136,211.4108524595865
1137,104.10406835936975
1138,104.42724884622777
1139,90.11915792802901
1140,104.10406835936975
1141,115.01570989207246
1142,104.74111298576507
1143,90.11915792802901
1144,73.7679852632808
1145,90.41716122630599
1146,104.7411129857651
1147,56.83711639418136
1148,47.68822460060083
1149,90.41716122630599
1150,85.48746190603165
1151,11.478710728249203
1152,84.37251384642501
1153,174.86720301083724
1154,174.86720301083724
1155,163.18177566719643
1156,83.49001835357615
1157,19.520023052965318
1158,83.52956572937795
1159,166.38747555688298
1160,174.40476247253207
1161,166.38747555688298
1162,85.05322956881496
1163,242.79125328877612
1164,174.40476247253207
1165,82.87936774394852
1166,242.79125328877612
1167,257.0999263668641
1168,85.17588034231476
1169,82.42574586369471
1170,257.09992636686417
1171,244.39421769631193
1172,254.45602782030954
1173,83.52906641349502
1174,85.11614691590803
1175,50.47077364188759
1176,88.31137670057515
1177,108.51152255087068
1178,349.6248566614142
1179,79.59513259922036
1180,307.4284600311297
1181,85.52250175080695
1182,239.64877054462684
1183,78.3791818302164
1184,73.55941055364961
1185,71.47676281627683
1186,37.86429311200595
1187,24.005461281547042
1188,64.5942974651891
1189,62.55052717908984
1190,144.4609535145596
1191,79.18322185304561
1192,85.097854168837
1193,131.5185483483555
1194,77.92685140891425
1195,156.86269831593154
1196,78.43370661680252
1197,77.32703556326717
1198,151.07061468347774
1199,80.46925728325112
1200,78.20480342555722
1201,131.45957635708336
1202,80.58700936660706
1203,78.72687838368802
1204,14.221206663905186
1205,80.13076693233678
1206,96.00628484551179
1207,48.568537001515
1208,25.45048643163566
1209,52.581082732885804
1210,91.77835289108626
1211,143.67106785879741
1212,175.63192569121904
1213,79.8150589481081
1214,340.75724615108396
1215,75.69700693477232
1216,17.253953169832013
1217,78.37748237824168
1218,300.03208484855304
1219,77.6462586814924
1220,79.68369452563797
1221,301.73026851624064
1222,83.54392099908688
1223,78.12451930381546
1224,75.48434762515042
1225,177.0569582771424
1226,75.80168451326946
1227,83.16328728615538
1228,195.33905470056354
1229,71.85563308663926
1230,147.0695639345694
1231,68.09748372382506
1232,128.18149617816252
1233,190.17859756067162
1234,61.804606115551
1235,31.482377610269523
1236,123.28604452860102
1237,190.17859756067162
1238,98.57552998544197
1239,57.20006484920848
1240,33.78966825232972
1241,33.78966825232972
1242,19.094622319621934
1243,115.92334937685588
1244,158.82171613256648
1245,77.85157096503114
1246,115.9233493768559
1247,20.213522701049484
1248,119.96398462143273
1249,80.12554386689192
1250,132.896523263033
1251,102.83194902273836
1252,79.97139004308349
1253,89.42017580422268
1254,80.1351832309465
1255,93.83817502895302
1256,135.62308990132223
1257,89.32634458172409
1258,129.3849474943899
1259,89.26053531777809
1260,79.87338172108082
1261,133.6414501819423
1262,181.0310313195594
1263,73.45496888877315
1264,348.36526627478617
1265,72.06587480087133
1266,308.52474870621734
1267,72.38930021423155
1268,307.75802282293597
1269,72.73087043242278
1270,313.2052655031339
1271,72.60249724988257
1272,303.86387608580134
1273,72.30888351593669
1274,173.48375363182313
1275,77.17484242506121
1276,164.70306435752298
1277,78.34791209791828
1278,165.97032129511427
1279,79.7557125087503
1280,172.94403057076156
1281,77.11096654225831
1282,242.46513341431236
1283,78.9676059005002
1284,260.2010727562129
1285,76.93832942543449
1286,242.4199968915804
1287,79.17035250071069
1288,21.797735144540983
1289,190.7444217813229
1290,24.671656524221742
1291,195.88925781626008
1292,116.78275988506113
1293,80.67299052472039
1294,14.74471091620145
1295,195.88925781626014
1296,89.60008399771993
1297,88.80208433776868
1298,132.53124162164968
1299,101.71364662679287
1300,97.62648208915482
1301,132.53124162164968
1302,172.24819511655522
1303,138.5502811103786
1304,97.62648208915482
1305,126.31429056200355
1306,138.55028111037862
1307,77.62262718184527
1308,169.17719054600852
1309,84.30595798478137
1310,230.15764927005154
1311,83.36965373532718
1312,69.73304925659711
1313,77.96145538618956
1314,77.58712585537859
1315,157.4937273766483
1316,76.83445052756187
1317,78.53282981540326
1318,151.01929388985957
1319,77.36236913342684
1320,77.69381996484277
1321,12.595685769357813
1322,90.10387020053642
1323,54.211216120609976
1324,15.93002510978335
1325,80.52463058634513
1326,93.35020384394916
1327,135.88418422696577
1328,80.73761789029294
1329,16.064959234365965
1330,49.12968022315193
1331,49.69979123965151
1332,135.22635400194065
1333,78.98806712534368
1334,16.306038431884165
1335,84.77623823592481
1336,16.664504230221393
1337,135.3034808954315
1338,82.43759606312688
1339,135.2829638599266
1340,53.88932484183678
1341,86.40072538403369
1342,42.638139031109105
1343,60.55117011171051
1344,88.92515699582626
1345,90.38160019648139
1346,61.205115367337164
1347,124.29749250744806
1348,172.22688659871434
1349,61.24692753807864
1350,88.64130590605839
1351,94.57325923609606
1352,44.56251034545759
1353,39.036607393383726
1354,52.22666075886102
1355,141.79170778892777
1356,69.41751491683229
1357,114.64264279334986
1358,66.71835864292807
1359,34.209389351285516
1360,123.35332797430245
1361,54.34917234869631
1362,56.83111921593814
